product_link;award_link;vintage;grade;contributor
https://www.gall.nl/oto%C3%B1al-rioja-crianza-rood-75cl-309818.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=309818;Oogstjaar 2019;90 punten;Decanter
https://www.gall.nl/bruce-jack-reserve-chardonnay-wit-75cl-157708.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=157708;Oogstjaar 2019;4 sterren;Platter's Wine Guide
https://www.gall.nl/bruce-jack-reserve-chardonnay-wit-75cl-157708.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=157708;Oogstjaar 2020;4 sterren;Platter's Wine Guide
https://www.gall.nl/tokara-cabernet-sauvignon-rood-75cl-383228.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=383228;Oogstjaar 2012;86 punten;Wine Advocate
https://www.gall.nl/tokara-cabernet-sauvignon-rood-75cl-383228.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=383228;Oogstjaar 2013;90 punten;Stephen Tanzer
https://www.gall.nl/tokara-cabernet-sauvignon-rood-75cl-383228.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=383228;Oogstjaar 2015;Goud punten;Gilbert and Gaillard
https://www.gall.nl/tokara-cabernet-sauvignon-rood-75cl-383228.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=383228;Oogstjaar 2018;87 punten;Wine Advocate
https://www.gall.nl/boschkloof-chardonnay-wit-75cl-385360.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=385360;Oogstjaar 2015;90 punten;Tim Atkin
https://www.gall.nl/boschkloof-chardonnay-wit-75cl-385360.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=385360;Oogstjaar 2016;8 plus;De Grote Hamersma
https://www.gall.nl/boschkloof-chardonnay-wit-75cl-385360.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=385360;Oogstjaar 2018;4 sterren;Platter's Wine Guide
https://www.gall.nl/boschkloof-chardonnay-wit-75cl-385360.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=385360;Oogstjaar 2021;8.5;De Grote Hamersma
https://www.gall.nl/catena-altamira-malbec-rood-75cl-154040.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=154040;Oogstjaar 2018;95 punten;James Suckling
https://www.gall.nl/catena-altamira-malbec-rood-75cl-154040.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=154040;;93 punten;Wine Advocate
https://www.gall.nl/catena-altamira-malbec-rood-75cl-154040.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=154040;;91 punten;Tim Atkin
https://www.gall.nl/catena-altamira-malbec-rood-75cl-154040.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=154040;;92 punten;Vinous
https://www.gall.nl/catena-altamira-malbec-rood-75cl-154040.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=154040;Oogstjaar 2019;9;De Grote Hamersma
https://www.gall.nl/catena-altamira-malbec-rood-75cl-154040.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=154040;;94 punten;James Suckling
https://www.gall.nl/valdivieso-winemakers-reserva-sauvignon-blanc-wit-75cl-389994.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=389994;Oogstjaar 2019;8+;De Grote Hamersma
https://www.gall.nl/valdivieso-winemakers-reserva-sauvignon-blanc-wit-75cl-389994.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=389994;Oogstjaar 2020;89 punten;Descorchados
https://www.gall.nl/valdivieso-winemakers-reserva-sauvignon-blanc-wit-75cl-389994.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=389994;Oogstjaar 2021;8.5;De Grote Hamersma
https://www.gall.nl/bruce-jack-reserve-sauvignon-blanc-wit-75cl-157643.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=157643;Oogstjaar 2019;89 punten;Wine Enthusiast
https://www.gall.nl/bruce-jack-reserve-sauvignon-blanc-wit-75cl-157643.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=157643;Oogstjaar 2021;4 sterren;Platter's Wine Guide
https://www.gall.nl/inycon-estate-pinot-grigio-wit-75cl-104353.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=104353;Oogstjaar 2019;8 -;De Grote Hamersma
https://www.gall.nl/inycon-estate-pinot-grigio-wit-75cl-104353.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=104353;Oogstjaar 2020;8+;De Grote Hamersma
https://www.gall.nl/inycon-estate-pinot-grigio-wit-75cl-104353.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=104353;Oogstjaar 2021;8+;De Grote Hamersma
https://www.gall.nl/ondarre-rioja-gran-reserva-rood-75cl-156442.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=156442;Oogstjaar 2011;silver medaille;International Wine Challenge
https://www.gall.nl/ondarre-rioja-gran-reserva-rood-75cl-156442.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=156442;Oogstjaar 2015;91 punten;Tim Atkin
https://www.gall.nl/oveja-negra-reserva-chardonnay-viognier-wit-75cl-389331.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=389331;Oogstjaar 2017;Brons punten;Decanter
https://www.gall.nl/oveja-negra-reserva-chardonnay-viognier-wit-75cl-389331.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=389331;Oogstjaar 2018;89 punten;Descorchados
https://www.gall.nl/oveja-negra-reserva-chardonnay-viognier-wit-75cl-389331.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=389331;Oogstjaar 2019;88 punten;James Suckling
https://www.gall.nl/oveja-negra-reserva-chardonnay-viognier-wit-75cl-389331.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=389331;Oogstjaar 2020;89 punten;Descorchados
https://www.gall.nl/oveja-negra-reserva-chardonnay-viognier-wit-75cl-389331.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=389331;;Commended medaille;International Wine Challenge
https://www.gall.nl/oveja-negra-reserva-chardonnay-viognier-wit-75cl-389331.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=389331;Oogstjaar 2021;8;De Grote Hamersma
https://www.gall.nl/gall-gall-just-rose-rose-75cl-308722.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308722;Oogstjaar 2015;Omfietswijn;Oogstjaar 2016
https://www.gall.nl/gall-gall-just-rose-rose-75cl-308722.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308722;;Omfietswijn;Oogstjaar 2017
https://www.gall.nl/gall-gall-just-rose-rose-75cl-308722.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308722;;7;De Grote Hamersma
https://www.gall.nl/gall-gall-just-rose-rose-75cl-308722.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308722;Oogstjaar 2018;7;De Grote Hamersma
https://www.gall.nl/gall-gall-just-rose-rose-75cl-308722.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308722;Oogstjaar 0000;7;De Grote Hamersma
https://www.gall.nl/la-palma-rose-rose-75cl-387916.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=387916;Oogstjaar 2020;8;De Grote Hamersma
https://www.gall.nl/la-palma-rose-rose-75cl-387916.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=387916;Oogstjaar 2021;8.5;De Grote Hamersma
https://www.gall.nl/gall-gall-just-white-wit-75cl-308765.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308765;Oogstjaar 2015;Omfietswijn;Oogstjaar 2016
https://www.gall.nl/gall-gall-just-white-wit-75cl-308765.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308765;;Omfietswijn;Oogstjaar 2018
https://www.gall.nl/gall-gall-just-white-wit-75cl-308765.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308765;;7;De Grote Hamersma
https://www.gall.nl/torres-vi%C3%B1a-sol-rosado-rose-75cl-118907.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=118907;Oogstjaar 2019;8;De Grote Hamersma
https://www.gall.nl/torres-vi%C3%B1a-sol-rosado-rose-75cl-118907.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=118907;Oogstjaar 2020;8;De Grote Hamersma
https://www.gall.nl/torres-vi%C3%B1a-sol-rosado-rose-75cl-118907.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=118907;Oogstjaar 2021;8;De Grote Hamersma
https://www.gall.nl/errazuriz-estate-carmenere-reserva-rood-75cl-409472.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=409472;Oogstjaar 2019;9-;De Grote Hamersma
https://www.gall.nl/errazuriz-estate-carmenere-reserva-rood-75cl-409472.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=409472;Oogstjaar 2020;8+;De Grote Hamersma
https://www.gall.nl/louis-bernard-c%C3%B4tes-du-rh%C3%B4ne-rood-75cl-180815.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=180815;Oogstjaar 2014;Bronzen medaille;International Wine Challenge
https://www.gall.nl/louis-bernard-c%C3%B4tes-du-rh%C3%B4ne-rood-75cl-180815.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=180815;Oogstjaar 2015;86 punten;Wine Spectator
https://www.gall.nl/louis-bernard-c%C3%B4tes-du-rh%C3%B4ne-rood-75cl-180815.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=180815;Oogstjaar 2017;Bronzen medaille;International Wine & Spirits Competition
https://www.gall.nl/louis-bernard-c%C3%B4tes-du-rh%C3%B4ne-rood-75cl-180815.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=180815;Oogstjaar 2019;7.5;De Grote Hamersma
https://www.gall.nl/louis-bernard-c%C3%B4tes-du-rh%C3%B4ne-rood-75cl-180815.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=180815;Oogstjaar 2020;8-;De Grote Hamersma
https://www.gall.nl/errazuriz-estate-sauvignon-blanc-reserva-wit-75cl-409618.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=409618;Oogstjaar 2021;8.5;De Grote Hamersma
https://www.gall.nl/reserve-du-palais-cotes-du-rhone-rood-75cl-420603.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=420603;Oogstjaar 2019;8+;De Grote Hamersma
https://www.gall.nl/gall-gall-just-red-rood-75cl-308692.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308692;Oogstjaar 0000;7;De Grote Hamersma
https://www.gall.nl/bruce-jack-chenin-blanc-wit-75cl-144215.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=144215;Oogstjaar 2019;8.5;De Grote Hamersma
https://www.gall.nl/bruce-jack-chenin-blanc-wit-75cl-144215.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=144215;Oogstjaar 2020;8+;De Grote Hamersma
https://www.gall.nl/bruce-jack-chenin-blanc-wit-75cl-144215.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=144215;Oogstjaar 2022;8+;De Grote Hamersma
https://www.gall.nl/inycon-shiraz-appassimento-rood-75cl-147516.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=147516;Oogstjaar 2018;7.5;De Grote Hamersma
https://www.gall.nl/inycon-shiraz-appassimento-rood-75cl-147516.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=147516;Oogstjaar 2019;7.5;De Grote Hamersma
https://www.gall.nl/mulderbosch-sauvignon-blanc-wit-75cl-113522.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=113522;Oogstjaar 2019;p_91 punten;Tim Atkin
https://www.gall.nl/mulderbosch-sauvignon-blanc-wit-75cl-113522.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=113522;;s_4 sterren;Platter's Wine Guide
https://www.gall.nl/mulderbosch-sauvignon-blanc-wit-75cl-113522.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=113522;Oogstjaar 2021;8.5;De Grote Hamersma
https://www.gall.nl/catena-appellation-tupungato-chardonnay-wit-75cl-381845.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=381845;Oogstjaar 2015;92 punten;Wine Advocate
https://www.gall.nl/catena-appellation-tupungato-chardonnay-wit-75cl-381845.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=381845;Oogstjaar 2016;92 punten;Tim Atkin
https://www.gall.nl/catena-appellation-tupungato-chardonnay-wit-75cl-381845.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=381845;Oogstjaar 2017;92 punten;Wine Advocate
https://www.gall.nl/catena-appellation-tupungato-chardonnay-wit-75cl-381845.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=381845;Oogstjaar 2018;9;De Grote Hamersma
https://www.gall.nl/catena-appellation-tupungato-chardonnay-wit-75cl-381845.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=381845;Oogstjaar 2019;93 punten;James Suckling
https://www.gall.nl/catena-appellation-tupungato-chardonnay-wit-75cl-381845.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=381845;Oogstjaar 2020;9;De Grote Hamersma
https://www.gall.nl/bruce-jack-pinotage-malbec-rood-75cl-144576.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=144576;Oogstjaar 2020;8-;De Grote Hamersma
https://www.gall.nl/bruce-jack-pinotage-malbec-rood-75cl-144576.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=144576;Oogstjaar 2021;8+;De Grote Hamersma
https://www.gall.nl/louis-bernard-c%C3%B4tes-du-rh%C3%B4ne-villages-rood-75cl-180831.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=180831;Oogstjaar 2014;88 punten;Vinous
https://www.gall.nl/louis-bernard-c%C3%B4tes-du-rh%C3%B4ne-villages-rood-75cl-180831.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=180831;Oogstjaar 2015;87 punten;Wine Spectator
https://www.gall.nl/louis-bernard-c%C3%B4tes-du-rh%C3%B4ne-villages-rood-75cl-180831.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=180831;Oogstjaar 2017;7.5;De Grote Hamersma
https://www.gall.nl/louis-bernard-c%C3%B4tes-du-rh%C3%B4ne-villages-rood-75cl-180831.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=180831;Oogstjaar 2018;Zilveren punten;Decanter
https://www.gall.nl/louis-bernard-c%C3%B4tes-du-rh%C3%B4ne-villages-rood-75cl-180831.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=180831;Oogstjaar 2019;Zilveren medaille;International Wine Challenge
https://www.gall.nl/arrogant-frog-chardonnay-viognier-wit-75cl-196673.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=196673;Oogstjaar 2016;Brons punten;Decanter
https://www.gall.nl/arrogant-frog-chardonnay-viognier-wit-75cl-196673.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=196673;Oogstjaar 2017;87 punten;Gilbert and Gaillard
https://www.gall.nl/arrogant-frog-chardonnay-viognier-wit-75cl-196673.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=196673;Oogstjaar 2018;86 punten punten;Mundus Vini
https://www.gall.nl/arrogant-frog-chardonnay-viognier-wit-75cl-196673.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=196673;Oogstjaar 2019;8;De Grote Hamersma
https://www.gall.nl/arrogant-frog-chardonnay-viognier-wit-75cl-196673.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=196673;Oogstjaar 2020;8+;De Grote Hamersma
https://www.gall.nl/arrogant-frog-chardonnay-viognier-wit-75cl-196673.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=196673;Oogstjaar 2021;8.5;De Grote Hamersma
https://www.gall.nl/yealands-estate-sauvignon-blanc-wit-75cl-389838.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=389838;Oogstjaar 2015;3 sterren;Michael Cooper
https://www.gall.nl/yealands-estate-sauvignon-blanc-wit-75cl-389838.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=389838;Oogstjaar 2016;Gouden punten;Decanter
https://www.gall.nl/yealands-estate-sauvignon-blanc-wit-75cl-389838.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=389838;Oogstjaar 2018;90 punten;Wine Spectator
https://www.gall.nl/yealands-estate-sauvignon-blanc-wit-75cl-389838.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=389838;Oogstjaar 2019;9-;De Grote Hamersma
https://www.gall.nl/yealands-estate-sauvignon-blanc-wit-75cl-389838.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=389838;Oogstjaar 2020;Bronzen medaille;International Wine Challenge
https://www.gall.nl/yealands-estate-sauvignon-blanc-wit-75cl-389838.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=389838;;91 punten;James Suckling
https://www.gall.nl/yealands-estate-sauvignon-blanc-wit-75cl-389838.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=389838;Oogstjaar 2021;Decanter;9
https://www.gall.nl/domaine-andau-gr%C3%BCner-veltliner-wit-75cl-219851.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=219851;Oogstjaar 2017;87 punten;Falstaff Wine Guide
https://www.gall.nl/domaine-andau-gr%C3%BCner-veltliner-wit-75cl-219851.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=219851;Oogstjaar 2018;88 punten;Wine Enthusiast
https://www.gall.nl/domaine-andau-gr%C3%BCner-veltliner-wit-75cl-219851.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=219851;;91 punten;Decanter
https://www.gall.nl/domaine-andau-gr%C3%BCner-veltliner-wit-75cl-219851.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=219851;Oogstjaar 2019;87 punten;Wine Enthusiast
https://www.gall.nl/domaine-andau-gr%C3%BCner-veltliner-wit-75cl-219851.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=219851;;90 punten;Falstaff Wine Guide
https://www.gall.nl/domaine-andau-gr%C3%BCner-veltliner-wit-75cl-219851.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=219851;;7;De Grote Hamersma
https://www.gall.nl/domaine-andau-gr%C3%BCner-veltliner-wit-75cl-219851.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=219851;Oogstjaar 2020;8-;De Grote Hamersma
https://www.gall.nl/domaine-andau-gr%C3%BCner-veltliner-wit-75cl-219851.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=219851;Oogstjaar 2021;8.5;De Grote Hamersma
https://www.gall.nl/lawsons-dry-hills-riesling-wit-75cl-121304.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=121304;Oogstjaar 2016;silver medaille;International Wine Challenge
https://www.gall.nl/lawsons-dry-hills-riesling-wit-75cl-121304.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=121304;;s_4 sterren;Michael Cooper
https://www.gall.nl/lawsons-dry-hills-riesling-wit-75cl-121304.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=121304;Oogstjaar 2017;8.5;De Wijngids
